,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
163,258,2,243.0,13.0,392.574558734023,0.775193798449612
164,1079,48,869.0,162.0,632.848286500214,4.44856348470806
165,1249431,47140,0.0,1202291.0,2232.03554304252,3.77291743201505
166,16,0,13.0,3.0,459.374102784956,0.0
167,931,3,802.0,126.0,2763.34926241429,0.322234156820623
168,366,25,332.0,9.0,430.426192492238,6.83060109289617
169,13,1,12.0,0.0,260.05201040208,7.69230769230769
170,48716,901,0.0,47815.0,2589.0731292517,1.84949503243288
171,3,0,3.0,0.0,,
172,85612,3427,0.0,82185.0,1567.03823696301,4.00294351259169
173,721,6,698.0,17.0,1862.18296399607,0.832177531206657
174,0,0,0.0,0.0,,
175,69497,2307,0.0,67190.0,2214.26750780603,3.31956775112595
176,3,0,3.0,0.0,19.9973336888415,0.0
177,227,9,200.0,18.0,364.523950989996,3.9647577092511
178,71,1,70.0,0.0,234.811654595363,1.40845070422535
179,259,2,243.0,14.0,394.096165550822,0.772200772200772
180,1080,48,869.0,163.0,633.434800204107,4.44444444444444
181,1267276,47576,0.0,1219700.0,2263.9145937989,3.75419403507997
182,16,0,13.0,3.0,459.374102784956,0.0
183,943,3,820.0,120.0,2798.96708319729,0.31813361611877
184,368,25,332.0,11.0,432.778248188917,6.79347826086957
185,13,1,12.0,0.0,260.05201040208,7.69230769230769
186,49085,913,0.0,48172.0,2608.68409863946,1.86003870836304
187,3,0,3.0,0.0,,
188,86630,3459,0.0,83171.0,1585.67166364651,3.9928431259379
189,726,6,698.0,22.0,1875.09685417635,0.826446280991736
190,0,0,0.0,0.0,,
191,70517,2338,0.0,68179.0,2246.76607404575,3.31551257143667
192,3,0,3.0,0.0,19.9973336888415,0.0
193,227,9,200.0,18.0,364.523950989996,3.9647577092511
194,71,1,70.0,0.0,234.811654595363,1.40845070422535
195,261,2,245.0,14.0,397.139379184419,0.766283524904215
196,1094,48,887.0,159.0,641.645992058604,4.38756855575868
197,1284891,47842,0.0,1237049.0,2295.38276298207,3.7234286799425
198,16,0,13.0,3.0,459.374102784956,0.0
199,953,3,848.0,102.0,2828.64860051646,0.314795383001049
200,368,25,332.0,11.0,432.778248188917,6.79347826086957
201,13,1,12.0,0.0,260.05201040208,7.69230769230769
202,49442,923,0.0,48519.0,2627.65731292517,1.86683386594393
203,3,0,3.0,0.0,,
204,87517,3496,0.0,84021.0,1601.90727216151,3.9946524675206
205,746,6,700.0,40.0,1926.75241489746,0.804289544235925
206,0,0,0.0,0.0,,
207,71533,2365,0.0,69168.0,2279.13719492767,3.3061663847455
208,3,0,3.0,0.0,19.9973336888415,0.0
209,227,9,200.0,18.0,364.523950989996,3.9647577092511
210,71,1,70.0,0.0,234.811654595363,1.40845070422535
211,261,2,245.0,14.0,397.139379184419,0.766283524904215
212,1094,48,887.0,159.0,641.645992058604,4.38756855575868
213,1301559,48212,0.0,1253347.0,2325.15917194858,3.70417322610807
214,16,0,13.0,3.0,459.374102784956,0.0
215,958,4,860.0,94.0,2843.48935917604,0.417536534446764
216,368,25,332.0,11.0,432.778248188917,6.79347826086957
217,13,1,12.0,0.0,260.05201040208,7.69230769230769
218,49784,933,0.0,48851.0,2645.83333333333,1.87409609513097
219,3,0,3.0,0.0,,
220,88361,3503,0.0,84858.0,1617.35581059067,3.96441869150417
221,746,6,700.0,40.0,1926.75241489746,0.804289544235925
222,0,0,0.0,0.0,,
223,72341,2376,0.0,69965.0,2304.88115720385,3.28444450588186
224,4,0,3.0,1.0,26.663111585122,0.0
225,227,9,200.0,18.0,364.523950989996,3.9647577092511
226,71,1,70.0,0.0,234.811654595363,1.40845070422535
227,265,2,245.0,18.0,403.225806451613,0.754716981132076
228,1094,48,887.0,159.0,641.645992058604,4.38756855575868
229,1314888,48406,0.0,1266482.0,2348.97065233702,3.68137818582267
230,16,0,13.0,3.0,459.374102784956,0.0
231,967,5,871.0,91.0,2870.20272476329,0.517063081695967
232,369,25,332.0,12.0,433.954276037256,6.77506775067751
233,13,1,12.0,0.0,260.05201040208,7.69230769230769
234,50064,936,0.0,49128.0,2660.71428571429,1.86960690316395
235,3,0,3.0,0.0,,
236,89310,3503,0.0,85807.0,1634.72626434572,3.92229313626694
237,746,6,700.0,40.0,1926.75241489746,0.804289544235925
238,0,0,0.0,0.0,,
239,73233,2385,0.0,70848.0,2333.30147199388,3.25672852402605
240,4,0,3.0,1.0,26.663111585122,0.0
241,227,9,200.0,18.0,364.523950989996,3.9647577092511
242,71,1,70.0,0.0,234.811654595363,1.40845070422535
243,266,2,249.0,15.0,404.747413268411,0.75187969924812
244,1124,48,937.0,139.0,659.241403175385,4.27046263345196
245,1324742,48941,0.0,1275801.0,2366.57424808672,3.69437973582781
246,16,0,13.0,3.0,459.374102784956,0.0
247,981,5,885.0,91.0,2911.75684901012,0.509683995922528
248,369,25,336.0,8.0,433.954276037256,6.77506775067751
249,13,1,12.0,0.0,260.05201040208,7.69230769230769
250,50143,947,0.0,49196.0,2664.91284013605,1.88859860798117
251,3,0,3.0,0.0,,
252,90081,3544,0.0,86537.0,1648.83861402449,3.93423696450972
253,746,6,700.0,40.0,1926.75241489746,0.804289544235925
254,0,0,0.0,0.0,,
255,73828,2406,0.0,71422.0,2352.25896896706,3.2589261526792
256,4,0,3.0,1.0,26.663111585122,0.0
257,239,9,205.0,25.0,383.793939588586,3.76569037656904
258,71,1,70.0,0.0,234.811654595363,1.40845070422535
259,269,2,249.0,18.0,409.312233718807,0.743494423791822
260,1147,48,960.0,139.0,672.731218364917,4.1848299912816
261,1340635,49545,0.0,1291090.0,2394.96616479567,3.69563676914298
262,16,0,13.0,3.0,459.374102784956,0.0
263,991,5,895.0,91.0,2941.43836632929,0.504540867810293
264,369,25,338.0,6.0,433.954276037256,6.77506775067751
265,13,1,12.0,0.0,260.05201040208,7.69230769230769
266,50676,954,0.0,49722.0,2693.23979591837,1.88254795169311
267,3,0,3.0,0.0,,
268,90961,3588,0.0,87373.0,1664.9460948511,3.94454766328426
269,746,6,700.0,40.0,1926.75241489746,0.804289544235925
270,0,0,0.0,0.0,,
271,74735,2446,0.0,72289.0,2381.15720384885,3.27289757141901
272,4,0,3.0,1.0,26.663111585122,0.0
273,241,9,206.0,26.0,387.005604355017,3.7344398340249
274,71,1,70.0,0.0,234.811654595363,1.40845070422535
275,269,2,249.0,18.0,409.312233718807,0.743494423791822
276,1147,48,960.0,139.0,672.731218364917,4.1848299912816
277,1355272,49956,0.0,1305316.0,2421.11431082655,3.68604973761725
278,16,0,13.0,3.0,459.374102784956,0.0
279,991,5,903.0,83.0,2941.43836632929,0.504540867810293
280,369,25,338.0,6.0,433.954276037256,6.77506775067751
281,13,1,12.0,0.0,260.05201040208,7.69230769230769
282,51118,962,0.0,50156.0,2716.73044217687,1.88192026292108
283,3,0,3.0,0.0,,
284,92186,3639,0.0,88547.0,1687.36844031995,3.94745406026946
285,746,6,700.0,40.0,1926.75241489746,0.804289544235925
286,0,0,0.0,0.0,,
287,75986,2474,0.0,73512.0,2421.01573950169,3.25586292211723
288,4,0,3.0,1.0,26.663111585122,0.0
289,242,9,207.0,26.0,388.611436738233,3.71900826446281
290,71,1,70.0,0.0,234.811654595363,1.40845070422535
291,269,2,249.0,18.0,409.312233718807,0.743494423791822
292,1218,48,960.0,210.0,714.373691341298,3.94088669950739
293,1367546,50407,0.0,1317139.0,2443.04109530309,3.68594548190701
294,16,0,13.0,3.0,459.374102784956,0.0
295,999,5,905.0,89.0,2965.18358018462,0.500500500500501
296,369,25,338.0,6.0,433.954276037256,6.77506775067751
297,13,1,12.0,0.0,260.05201040208,7.69230769230769
298,51509,974,0.0,50535.0,2737.5106292517,1.89093168184201
299,3,0,3.0,0.0,,
300,93155,3676,0.0,89479.0,1705.10497318471,3.94611131984327
301,748,6,705.0,37.0,1931.91797096957,0.802139037433155
302,0,0,0.0,0.0,,
303,77091,2494,0.0,74597.0,2456.22251959472,3.2351376944131
304,4,0,3.0,1.0,26.663111585122,0.0
305,247,9,211.0,27.0,396.640598654312,3.64372469635628
306,71,1,70.0,0.0,234.811654595363,1.40845070422535
307,274,2,252.0,20.0,416.9202678028,0.72992700729927
308,1218,48,975.0,195.0,714.373691341298,3.94088669950739
309,1380869,50804,0.0,1330065.0,2466.8418570418,3.6791324883099
310,16,0,13.0,3.0,459.374102784956,0.0
311,1009,5,920.0,84.0,2994.86509750378,0.495540138751239
312,369,25,338.0,6.0,433.954276037256,6.77506775067751
313,13,1,12.0,0.0,260.05201040208,7.69230769230769
314,51824,983,0.0,50841.0,2754.25170068027,1.89680456931152
315,3,0,3.0,0.0,,
316,93943,3720,0.0,90223.0,1719.52849010671,3.95984799293188
317,748,6,706.0,36.0,1931.91797096957,0.802139037433155
318,0,0,0.0,0.0,,
319,78536,2523,0.0,76013.0,2502.262155101,3.21253947234389
320,4,0,3.0,1.0,26.663111585122,0.0
321,251,9,213.0,29.0,403.063928187176,3.58565737051793
322,71,1,70.0,0.0,234.811654595363,1.40845070422535
323,274,2,252.0,20.0,416.9202678028,0.72992700729927
324,1218,48,975.0,195.0,714.373691341298,3.94088669950739
325,1390923,50998,0.0,1339925.0,2484.80274111603,3.66648621095488
326,16,0,13.0,3.0,459.374102784956,0.0
327,1014,5,932.0,77.0,3009.70585616337,0.493096646942801
328,369,25,338.0,6.0,433.954276037256,6.77506775067751
329,13,1,12.0,0.0,260.05201040208,7.69230769230769
330,52175,986,0.0,51189.0,2772.90603741497,1.88979396262578
331,3,0,3.0,0.0,,
332,94689,3722,0.0,90967.0,1733.18324089836,3.93076281299834
333,748,6,706.0,36.0,1931.91797096957,0.802139037433155
334,0,0,0.0,0.0,,
335,79540,2539,0.0,77001.0,2534.25093990951,3.19210460145839
336,6,0,3.0,3.0,39.994667377683,0.0
337,260,9,214.0,37.0,417.516419636118,3.46153846153846
338,71,1,70.0,0.0,234.811654595363,1.40845070422535
339,274,2,252.0,20.0,416.9202678028,0.72992700729927
340,1299,48,1012.0,239.0,761.881301356606,3.69515011547344
341,1401792,51187,0.0,1350605.0,2504.21957511273,3.65154031411222
342,16,0,13.0,3.0,459.374102784956,0.0
343,1020,5,939.0,76.0,3027.51476655487,0.490196078431372
344,369,25,338.0,6.0,433.954276037256,6.77506775067751
345,13,1,12.0,0.0,260.05201040208,7.69230769230769
346,52465,996,0.0,51469.0,2788.31845238095,1.89840846278471
347,3,0,3.0,0.0,,
348,95058,3725,0.0,91333.0,1739.93740047224,3.91866018641251
349,748,6,717.0,25.0,1931.91797096957,0.802139037433155
350,0,0,0.0,0.0,,
351,80342,2540,0.0,77802.0,2559.80373414898,3.16148465310796
352,6,0,3.0,3.0,39.994667377683,0.0
353,262,9,214.0,39.0,420.72808440255,3.43511450381679
354,72,1,71.0,0.0,238.118860998115,1.38888888888889
355,285,2,254.0,29.0,433.657942787584,0.701754385964912
356,1341,48,1012.0,281.0,786.514876920099,3.57941834451902
357,1413410,51718,0.0,1361692.0,2524.9744538848,3.65909396424251
358,16,0,13.0,3.0,459.374102784956,0.0
359,1030,5,950.0,75.0,3057.19628387403,0.485436893203884
360,369,25,340.0,4.0,433.954276037256,6.77506775067751
361,13,1,12.0,0.0,260.05201040208,7.69230769230769
362,52856,1011,0.0,51845.0,2809.09863945578,1.91274405933101
363,3,0,3.0,0.0,,
364,95811,3759,0.0,92052.0,1753.72027895228,3.92334909352788
365,750,6,720.0,24.0,1937.08352704169,0.8
366,0,0,0.0,0.0,,
367,81009,2563,0.0,78446.0,2581.05524756261,3.1638459924206
368,6,0,3.0,3.0,39.994667377683,0.0
369,267,9,215.0,43.0,428.757246318629,3.37078651685393
370,72,1,71.0,0.0,238.118860998115,1.38888888888889
371,285,2,256.0,27.0,433.657942787584,0.701754385964912
372,1397,48,1012.0,337.0,819.35964433809,3.43593414459556
373,1426733,52273,0.0,1374460.0,2548.7752156235,3.66382497636208
374,17,0,15.0,2.0,488.084984209015,0.0
375,1035,5,954.0,76.0,3072.03704253361,0.483091787439614
376,369,25,344.0,0.0,433.954276037256,6.77506775067751
377,13,1,12.0,0.0,260.05201040208,7.69230769230769
378,53272,1015,0.0,52257.0,2831.2074829932,1.90531611353056
379,3,0,3.0,0.0,,
380,96762,3797,0.0,92965.0,1771.12734061831,3.92406109836506
381,750,6,720.0,24.0,1937.08352704169,0.8
382,0,0,0.0,0.0,,
383,82489,2614,0.0,79875.0,2628.21002994966,3.16890736946744
384,6,0,3.0,3.0,39.994667377683,0.0
385,272,9,216.0,47.0,436.786408234708,3.30882352941176
386,72,1,71.0,0.0,238.118860998115,1.38888888888889
387,288,2,257.0,29.0,438.222763237979,0.694444444444444
388,1458,48,1012.0,398.0,855.136980275544,3.29218106995885
389,1438725,52601,0.0,1386124.0,2570.19822356245,3.65608438026725
390,17,0,15.0,2.0,488.084984209015,0.0
391,1038,5,960.0,73.0,3080.94149772936,0.481695568400771
392,369,25,344.0,0.0,433.954276037256,6.77506775067751
393,13,1,12.0,0.0,260.05201040208,7.69230769230769
394,53728,1026,0.0,52702.0,2855.44217687075,1.90961882072662
395,3,0,3.0,0.0,,
396,97720,3848,0.0,93872.0,1788.66252997273,3.93778141629145
397,751,6,733.0,12.0,1939.66630507774,0.798934753661784
398,0,0,0.0,0.0,,
399,83961,2638,0.0,81323.0,2675.10992162111,3.14193494598683
400,7,0,3.0,4.0,46.6604452739635,0.0
401,278,9,216.0,53.0,446.421402534004,3.23741007194245
402,72,1,71.0,0.0,238.118860998115,1.38888888888889
403,288,2,257.0,29.0,438.222763237979,0.694444444444444
404,1526,48,1012.0,466.0,895.019912140247,3.14547837483617
405,1452137,53025,0.0,1399112.0,2594.15797860557,3.65151497413812
406,17,0,15.0,2.0,488.084984209015,0.0
407,1042,5,969.0,68.0,3092.81410465703,0.479846449136276
408,370,25,344.0,1.0,435.130303885596,6.75675675675676
409,13,1,12.0,0.0,260.05201040208,7.69230769230769
410,54177,1032,0.0,53145.0,2879.30484693878,1.90486737914613
411,3,0,3.0,0.0,,
412,98686,3889,0.0,94797.0,1806.34415097102,3.94078187382202
413,755,6,738.0,11.0,1949.99741722196,0.794701986754967
414,0,0,0.0,0.0,,
415,85432,2671,0.0,82761.0,2721.9779519531,3.12646315198052
416,7,0,3.0,4.0,46.6604452739635,0.0
417,288,9,216.0,63.0,462.479726366162,3.125
418,72,1,71.0,0.0,238.118860998115,1.38888888888889
419,288,2,257.0,29.0,438.222763237979,0.694444444444444
420,1549,48,1012.0,489.0,908.509727329779,3.09877340219496
421,1464803,53369,0.0,1411434.0,2616.78504819819,3.6434250885614
422,17,0,15.0,2.0,488.084984209015,0.0
423,1048,5,980.0,63.0,3110.62301504853,0.477099236641221
424,370,25,344.0,1.0,435.130303885596,6.75675675675676
425,13,1,12.0,0.0,260.05201040208,7.69230769230769
426,54628,1039,0.0,53589.0,2903.27380952381,1.90195504137073
427,3,0,3.0,0.0,,
428,99463,3911,0.0,95552.0,1820.5663243827,3.93211546002031
429,756,6,740.0,10.0,1952.58019525802,0.793650793650794
430,0,0,0.0,0.0,,
431,87077,2695,0.0,84382.0,2774.38985534952,3.09496193024564
432,7,0,3.0,4.0,46.6604452739635,0.0
433,288,9,216.0,63.0,462.479726366162,3.125
434,72,1,71.0,0.0,238.118860998115,1.38888888888889
435,288,2,257.0,29.0,438.222763237979,0.694444444444444
436,1645,48,1088.0,509.0,964.815042903477,2.91793313069909
437,1479097,53570,0.0,1425527.0,2642.32044475251,3.62180438470229
438,17,0,15.0,2.0,488.084984209015,0.0
439,1053,5,990.0,58.0,3125.46377370811,0.474833808167141
440,370,25,344.0,1.0,435.130303885596,6.75675675675676
441,13,1,12.0,0.0,260.05201040208,7.69230769230769
442,55047,1050,0.0,53997.0,2925.54209183673,1.90746089705161
443,3,0,3.0,0.0,,
444,100106,3916,0.0,96190.0,1832.33576775941,3.91185343535852
445,756,6,740.0,10.0,1952.58019525802,0.793650793650794
446,0,0,0.0,0.0,,
447,88992,2709,0.0,86283.0,2835.40432039763,3.04409385113269
448,10,0,3.0,7.0,66.657778962805,0.0
449,306,9,222.0,75.0,491.384709264047,2.94117647058824
450,72,1,71.0,0.0,238.118860998115,1.38888888888889
451,290,2,262.0,26.0,441.265976871576,0.689655172413793
452,1676,48,1088.0,540.0,982.996967724151,2.86396181384248
453,1490720,53747,0.0,1436973.0,2663.08425573269,3.6054389825051
454,17,0,15.0,2.0,488.084984209015,0.0
455,1055,5,990.0,60.0,3131.40007717195,0.473933649289099
456,370,25,344.0,1.0,435.130303885596,6.75675675675676
457,13,1,12.0,0.0,260.05201040208,7.69230769230769
458,55444,1059,0.0,54385.0,2946.64115646259,1.91003535098478
459,3,0,3.0,0.0,,
460,100783,3917,0.0,96866.0,1844.72754562261,3.88656817121935
461,756,6,740.0,10.0,1952.58019525802,0.793650793650794
462,0,0,0.0,0.0,,
463,91013,2711,0.0,88302.0,2899.79608742752,2.97869535121356
464,10,0,3.0,7.0,66.657778962805,0.0
465,330,9,223.0,98.0,529.924686461227,2.72727272727273
466,72,1,71.0,0.0,238.118860998115,1.38888888888889
467,291,2,265.0,24.0,442.787583688375,0.687285223367698
468,1748,48,1088.0,612.0,1025.22595440442,2.74599542334096
469,1501179,54285,0.0,1446894.0,2681.7686486641,3.61615770004776
470,17,0,15.0,2.0,488.084984209015,0.0
471,1058,5,1004.0,49.0,3140.30453236769,0.472589792060492
472,370,25,344.0,1.0,435.130303885596,6.75675675675676
473,13,1,12.0,0.0,260.05201040208,7.69230769230769
474,55795,1073,0.0,54722.0,2965.29549319728,1.92311138990949
475,3,0,3.0,0.0,,
476,101475,3950,0.0,97525.0,1857.39388281808,3.89258438038926
477,761,6,740.0,15.0,1965.4940854383,0.788436268068331
478,0,0,0.0,0.0,,
479,91792,2725,0.0,89067.0,2924.61607085962,2.96866829353321
480,10,0,3.0,7.0,66.657778962805,0.0
481,340,9,228.0,103.0,545.983010293386,2.64705882352941
482,72,1,71.0,0.0,238.118860998115,1.38888888888889
483,292,2,266.0,24.0,444.309190505173,0.684931506849315
484,1786,48,1088.0,650.0,1047.51347515235,2.68756998880179
485,1514139,54736,0.0,1459403.0,2704.92093209378,3.61499175438979
486,17,0,17.0,0.0,488.084984209015,0.0
487,1065,5,1009.0,51.0,3161.08159449111,0.469483568075117
488,370,25,344.0,1.0,435.130303885596,6.75675675675676
489,13,1,12.0,0.0,260.05201040208,7.69230769230769
490,56278,1085,0.0,55193.0,2990.96513605442,1.92792920857173
491,3,0,3.0,0.0,,
